ensembl_gene_id,hgnc_symbol,description,gene_biotype,chromosome_name,start_position,end_position
ENSG00000203859,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 [Source:HGNC Symbol;Acc:HGNC:5218]",protein_coding,1,119414931,119423035
ENSG00000099377,HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:HGNC Symbol;Acc:HGNC:18324]",protein_coding,16,30985207,30989152
ENSG00000103160,HSDL1,hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:HGNC:16475],protein_coding,16,84122146,84145192
ENSG00000119471,HSDL2,hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572],protein_coding,9,112379937,112472410
ENSG00000185122,HSF1,heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224],protein_coding,8,144291591,144314722
ENSG00000025156,HSF2,heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225],protein_coding,6,122399546,122433119
ENSG00000160207,HSF2BP,heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226],protein_coding,21,43529192,43659493
ENSG00000102878,HSF4,heat shock transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:5227],protein_coding,16,67163385,67169945
ENSG00000176160,HSF5,heat shock transcription factor family member 5 [Source:HGNC Symbol;Acc:HGNC:26862],protein_coding,17,58420167,58488384
ENSG00000171116,HSFX1,"heat shock transcription factor family, X linked 1 [Source:HGNC Symbol;Acc:HGNC:29603]",protein_coding,X,149774068,149776867
ENSG00000196684,HSH2D,hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920],protein_coding,19,16134028,16158575
ENSG00000080824,HSP90AA1,"heat shock protein 90kDa alpha (cytosolic), class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]",protein_coding,14,102080738,102139699
ENSG00000096384,HSP90AB1,"heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]",protein_coding,6,44246166,44253888
ENSG00000166598,HSP90B1,"heat shock protein 90kDa beta (Grp94), member 1 [Source:HGNC Symbol;Acc:HGNC:12028]",protein_coding,12,103930107,103953645
ENSG00000165868,HSPA12A,heat shock 70kDa protein 12A [Source:HGNC Symbol;Acc:HGNC:19022],protein_coding,10,116671192,116742574
ENSG00000132622,HSPA12B,heat shock 70kD protein 12B [Source:HGNC Symbol;Acc:HGNC:16193],protein_coding,20,3732667,3753111
ENSG00000155304,HSPA13,"heat shock protein 70kDa family, member 13 [Source:HGNC Symbol;Acc:HGNC:11375]",protein_coding,21,14371115,14383484
ENSG00000187522,HSPA14,heat shock 70kDa protein 14 [Source:HGNC Symbol;Acc:HGNC:29526],protein_coding,10,14838164,14871741
ENSG00000204389,HSPA1A,heat shock 70kDa protein 1A [Source:HGNC Symbol;Acc:HGNC:5232],protein_coding,6,31815464,31817946
ENSG00000204388,HSPA1B,heat shock 70kDa protein 1B [Source:HGNC Symbol;Acc:HGNC:5233],protein_coding,6,31827735,31830255
ENSG00000204390,HSPA1L,heat shock 70kDa protein 1-like [Source:HGNC Symbol;Acc:HGNC:5234],protein_coding,6,31809619,31815065
ENSG00000126803,HSPA2,heat shock 70kDa protein 2 [Source:HGNC Symbol;Acc:HGNC:5235],protein_coding,14,64535905,64546173
ENSG00000170606,HSPA4,heat shock 70kDa protein 4 [Source:HGNC Symbol;Acc:HGNC:5237],protein_coding,5,133051962,133106449
ENSG00000164070,HSPA4L,heat shock 70kDa protein 4-like [Source:HGNC Symbol;Acc:HGNC:17041],protein_coding,4,127781821,127840733
ENSG00000044574,HSPA5,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) [Source:HGNC Symbol;Acc:HGNC:5238]",protein_coding,9,125234853,125241330
ENSG00000173110,HSPA6,heat shock 70kDa protein 6 (HSP70B') [Source:HGNC Symbol;Acc:HGNC:5239],protein_coding,1,161524540,161526910
ENSG00000109971,HSPA8,heat shock 70kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:5241],protein_coding,11,123057489,123063230
ENSG00000113013,HSPA9,heat shock 70kDa protein 9 (mortalin) [Source:HGNC Symbol;Acc:HGNC:5244],protein_coding,5,138554882,138575444
ENSG00000106211,HSPB1,heat shock 27kDa protein 1 [Source:HGNC Symbol;Acc:HGNC:5246],protein_coding,7,76302544,76304295
ENSG00000081870,HSPB11,"heat shock protein family B (small), member 11 [Source:HGNC Symbol;Acc:HGNC:25019]",protein_coding,1,53916574,53945929
ENSG00000170276,HSPB2,heat shock 27kDa protein 2 [Source:HGNC Symbol;Acc:HGNC:5247],protein_coding,11,111912242,111914093
ENSG00000254445,HSPB2-C11orf52,HSPB2-C11orf52 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41996],protein_coding,11,111912736,111926871
ENSG00000169271,HSPB3,heat shock 27kDa protein 3 [Source:HGNC Symbol;Acc:HGNC:5248],protein_coding,5,54455601,54456384
ENSG00000004776,HSPB6,"heat shock protein, alpha-crystallin-related, B6 [Source:HGNC Symbol;Acc:HGNC:26511]",protein_coding,19,35754568,35758079
ENSG00000173641,HSPB7,"heat shock 27kDa protein family, member 7 (cardiovascular) [Source:HGNC Symbol;Acc:HGNC:5249]",protein_coding,1,16014028,16019594
ENSG00000152137,HSPB8,heat shock 22kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:30171],protein_coding,12,119178642,119221131
ENSG00000260325,HSPB9,"heat shock protein, alpha-crystallin-related, B9 [Source:HGNC Symbol;Acc:HGNC:30589]",protein_coding,17,42121431,42123352
ENSG00000169087,HSPBAP1,HSPB (heat shock 27kDa) associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16389],protein_coding,3,122740003,122793824
ENSG00000133265,HSPBP1,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1 [Source:HGNC Symbol;Acc:HGNC:24989]",protein_coding,19,55262231,55280381
ENSG00000144381,HSPD1,heat shock 60kDa protein 1 (chaperonin) [Source:HGNC Symbol;Acc:HGNC:5261],protein_coding,2,197486581,197516737
ENSG00000115541,HSPE1,heat shock 10kDa protein 1 [Source:HGNC Symbol;Acc:HGNC:5269],protein_coding,2,197499994,197503457
ENSG00000270757,HSPE1-MOB4,HSPE1-MOB4 readthrough [Source:HGNC Symbol;Acc:HGNC:49184],protein_coding,2,197500413,197550726
ENSG00000142798,HSPG2,heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273],protein_coding,1,21822245,21937297
ENSG00000120694,HSPH1,heat shock 105kDa/110kDa protein 1 [Source:HGNC Symbol;Acc:HGNC:16969],protein_coding,13,31134974,31162388
ENSG00000109854,HTATIP2,"HIV-1 Tat interactive protein 2, 30kDa [Source:HGNC Symbol;Acc:HGNC:16637]",protein_coding,11,20363685,20383783
ENSG00000102241,HTATSF1,HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:HGNC:5276],protein_coding,X,136497079,136512346
ENSG00000126550,HTN1,histatin 1 [Source:HGNC Symbol;Acc:HGNC:5283],protein_coding,4,70050402,70058845
ENSG00000178394,HTR1A,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5286]",protein_coding,5,63960356,63962507
ENSG00000135312,HTR1B,"5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5287]",protein_coding,6,77462205,77463464
ENSG00000179546,HTR1D,"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5289]",protein_coding,1,23191895,23194729
ENSG00000168830,HTR1E,"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5291]",protein_coding,6,86937306,87016683
ENSG00000179097,HTR1F,"5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5292]",protein_coding,3,87990696,87993835
ENSG00000102468,HTR2A,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5293]",protein_coding,13,46831550,46897076
ENSG00000135914,HTR2B,"5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5294]",protein_coding,2,231108230,231125118
ENSG00000166736,HTR3A,"5-hydroxytryptamine (serotonin) receptor 3A, ionotropic [Source:HGNC Symbol;Acc:HGNC:5297]",protein_coding,11,113974881,113990313
ENSG00000178084,HTR3C,"5-hydroxytryptamine (serotonin) receptor 3C, ionotropic [Source:HGNC Symbol;Acc:HGNC:24003]",protein_coding,3,184053047,184060671
ENSG00000186038,HTR3E,"5-hydroxytryptamine (serotonin) receptor 3E, ionotropic [Source:HGNC Symbol;Acc:HGNC:24005]",protein_coding,3,184097064,184106995
ENSG00000164270,HTR4,"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5299]",protein_coding,5,148451032,148677235
ENSG00000148680,HTR7,"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled [Source:HGNC Symbol;Acc:HGNC:5302]",protein_coding,10,90740823,90857698
ENSG00000166033,HTRA1,HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476],protein_coding,10,122461525,122514908
ENSG00000115317,HTRA2,HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348],protein_coding,2,74529377,74533348
ENSG00000170801,HTRA3,HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406],protein_coding,4,8269765,8307111
ENSG00000169495,HTRA4,HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909],protein_coding,8,38974164,38988662
ENSG00000197386,HTT,huntingtin [Source:HGNC Symbol;Acc:HGNC:4851],protein_coding,4,3074681,3243959
ENSG00000142149,HUNK,hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326],protein_coding,21,31873315,32044633
ENSG00000136273,HUS1,HUS1 checkpoint homolog (S. pombe) [Source:HGNC Symbol;Acc:HGNC:5309],protein_coding,7,47695730,47979581
ENSG00000188996,HUS1B,HUS1 checkpoint homolog b (S. pombe) [Source:HGNC Symbol;Acc:HGNC:16485],protein_coding,6,655939,656963
ENSG00000086758,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:30892]",protein_coding,X,53532096,53686729
ENSG00000122986,HVCN1,hydrogen voltage gated channel 1 [Source:HGNC Symbol;Acc:HGNC:28240],protein_coding,12,110627841,110704950
ENSG00000114378,HYAL1,hyaluronoglucosaminidase 1 [Source:HGNC Symbol;Acc:HGNC:5320],protein_coding,3,50299889,50312381
ENSG00000068001,HYAL2,hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:HGNC:5321],protein_coding,3,50317790,50322906
ENSG00000186792,HYAL3,hyaluronoglucosaminidase 3 [Source:HGNC Symbol;Acc:HGNC:5322],protein_coding,3,50292828,50299468
ENSG00000106302,HYAL4,hyaluronoglucosaminidase 4 [Source:HGNC Symbol;Acc:HGNC:5323],protein_coding,7,123828983,123877478
ENSG00000157423,HYDIN,"HYDIN, axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]",protein_coding,16,70807378,71230722
ENSG00000178922,HYI,hydroxypyruvate isomerase (putative) [Source:HGNC Symbol;Acc:HGNC:26948],protein_coding,1,43451003,43453989
ENSG00000188266,HYKK,hydroxylysine kinase [Source:HGNC Symbol;Acc:HGNC:34403],protein_coding,15,78507564,78537372
ENSG00000198331,HYLS1,hydrolethalus syndrome 1 [Source:HGNC Symbol;Acc:HGNC:26558],protein_coding,11,125883614,125900648
ENSG00000149428,HYOU1,hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931],protein_coding,11,119044189,119057202
ENSG00000242028,HYPK,huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418],protein_coding,15,43796142,43803043
ENSG00000187516,HYPM,huntingtin interacting protein M [Source:HGNC Symbol;Acc:HGNC:18417],protein_coding,X,37990817,37991317
ENSG00000134330,IAH1,isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:27696],protein_coding,2,9473658,9496543
ENSG00000121351,IAPP,islet amyloid polypeptide [Source:HGNC Symbol;Acc:HGNC:5329],protein_coding,12,21354959,21379978
ENSG00000196305,IARS,isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:5330],protein_coding,9,92210207,92293756
ENSG00000067704,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]",protein_coding,1,220094102,220148041
ENSG00000181873,IBA57,"IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:27302]",protein_coding,1,228165815,228182257
ENSG00000029559,IBSP,integrin-binding sialoprotein [Source:HGNC Symbol;Acc:HGNC:5341],protein_coding,4,87799581,87812435
ENSG00000005700,IBTK,inhibitor of Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853],protein_coding,6,82169983,82247754
ENSG00000003147,ICA1,"islet cell autoantigen 1, 69kDa [Source:HGNC Symbol;Acc:HGNC:5343]",protein_coding,7,8113184,8262687
ENSG00000163596,ICA1L,"islet cell autoantigen 1,69kDa-like [Source:HGNC Symbol;Acc:HGNC:14442]",protein_coding,2,202773150,202871985
ENSG00000090339,ICAM1,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344],protein_coding,19,10270835,10286615
ENSG00000108622,ICAM2,intercellular adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:5345],protein_coding,17,64002594,64020634
ENSG00000076662,ICAM3,intercellular adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:5346],protein_coding,19,10333776,10339823
ENSG00000105371,ICAM4,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) [Source:HGNC Symbol;Acc:HGNC:5347],protein_coding,19,10286967,10288522
ENSG00000105376,ICAM5,"intercellular adhesion molecule 5, telencephalin [Source:HGNC Symbol;Acc:HGNC:5348]",protein_coding,19,10289981,10296778
ENSG00000164151,ICE1,interactor of little elongation complex ELL subunit 1 [Source:HGNC Symbol;Acc:HGNC:29154],protein_coding,5,5420664,5490234
ENSG00000128915,ICE2,interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol;Acc:HGNC:29885],protein_coding,15,60419609,60479160
ENSG00000112144,ICK,intestinal cell (MAK-like) kinase [Source:HGNC Symbol;Acc:HGNC:21219],protein_coding,6,53001279,53061802
ENSG00000116237,ICMT,isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350],protein_coding,1,6221193,6235972
ENSG00000277117,ICOSLG,inducible T-cell co-stimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087],protein_coding,21,5022493,5040666
ENSG00000160223,ICOSLG,inducible T-cell co-stimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087],protein_coding,21,44222991,44240966
ENSG00000167862,ICT1,immature colon carcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:5359],protein_coding,17,75012670,75021261
ENSG00000125968,ID1,"inhibitor of DNA binding 1, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5360]",protein_coding,20,31605283,31606515
ENSG00000115738,ID2,"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5361]",protein_coding,2,8678845,8684453
ENSG00000117318,ID3,"inhibitor of DNA binding 3, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5362]",protein_coding,1,23557918,23559794
ENSG00000172201,ID4,"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5363]",protein_coding,6,19837386,19840684
ENSG00000119912,IDE,insulin-degrading enzyme [Source:HGNC Symbol;Acc:HGNC:5381],protein_coding,10,92451684,92574076
ENSG00000138413,IDH1,"isocitrate dehydrogenase 1 (NADP+), soluble [Source:HGNC Symbol;Acc:HGNC:5382]",protein_coding,2,208236227,208266074
ENSG00000182054,IDH2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:HGNC Symbol;Acc:HGNC:5383]",protein_coding,15,90083045,90102504
ENSG00000166411,IDH3A,isocitrate dehydrogenase 3 (NAD+) alpha [Source:HGNC Symbol;Acc:HGNC:5384],protein_coding,15,78131498,78171949
ENSG00000101365,IDH3B,isocitrate dehydrogenase 3 (NAD+) beta [Source:HGNC Symbol;Acc:HGNC:5385],protein_coding,20,2658395,2664219
ENSG00000067829,IDH3G,isocitrate dehydrogenase 3 (NAD+) gamma [Source:HGNC Symbol;Acc:HGNC:5386],protein_coding,X,153785766,153794523
ENSG00000067064,IDI1,isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387],protein_coding,10,1039908,1049170
ENSG00000148377,IDI2,isopentenyl-diphosphate delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:23487],protein_coding,10,1018907,1025859
ENSG00000148057,IDNK,"idnK, gluconokinase homolog (E. coli) [Source:HGNC Symbol;Acc:HGNC:31367]",protein_coding,9,83623049,83644130
ENSG00000131203,IDO1,"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]",protein_coding,8,39902275,39928444
ENSG00000188676,IDO2,"indoleamine 2,3-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:27269]",protein_coding,8,39934614,40016391
ENSG00000010404,IDS,iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389],protein_coding,X,149476990,149521096
ENSG00000127415,IDUA,"iduronidase, alpha-L- [Source:HGNC Symbol;Acc:HGNC:5391]",protein_coding,4,986997,1004506
ENSG00000160888,IER2,immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871],protein_coding,19,13150415,13154908
ENSG00000137331,IER3,immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392],protein_coding,6,30743199,30744554
ENSG00000134049,IER3IP1,immediate early response 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18550],protein_coding,18,47152998,47176374
ENSG00000162783,IER5,immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393],protein_coding,1,181088712,181092899
ENSG00000188483,IER5L,immediate early response 5-like [Source:HGNC Symbol;Acc:HGNC:23679],protein_coding,9,129175552,129178262
ENSG00000010295,IFFO1,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970],protein_coding,12,6538375,6556083
ENSG00000169991,IFFO2,intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006],protein_coding,1,18904281,18956686
ENSG00000163565,IFI16,"interferon, gamma-inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]",protein_coding,1,158999968,159055155
ENSG00000165949,IFI27,"interferon, alpha-inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]",protein_coding,14,94104836,94116698
ENSG00000165948,IFI27L1,"interferon, alpha-inducible protein 27-like 1 [Source:HGNC Symbol;Acc:HGNC:19754]",protein_coding,14,94081282,94103846
ENSG00000119632,IFI27L2,"interferon, alpha-inducible protein 27-like 2 [Source:HGNC Symbol;Acc:HGNC:19753]",protein_coding,14,94127779,94130253
ENSG00000216490,IFI30,"interferon, gamma-inducible protein 30 [Source:HGNC Symbol;Acc:HGNC:5398]",protein_coding,19,18173162,18178117
ENSG00000068079,IFI35,interferon-induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399],protein_coding,17,43006725,43014456
ENSG00000137965,IFI44,interferon-induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938],protein_coding,1,78649796,78664078
ENSG00000137959,IFI44L,interferon-induced protein 44-like [Source:HGNC Symbol;Acc:HGNC:17817],protein_coding,1,78619922,78646145
ENSG00000126709,IFI6,"interferon, alpha-inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]",protein_coding,1,27666061,27672218
ENSG00000115267,IFIH1,interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873],protein_coding,2,162267079,162318703
ENSG00000185745,IFIT1,interferon-induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407],protein_coding,10,89392546,89406486
ENSG00000119922,IFIT2,interferon-induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409],protein_coding,10,89301955,89309276
ENSG00000119917,IFIT3,interferon-induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411],protein_coding,10,89327894,89340971
ENSG00000152778,IFIT5,interferon-induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328],protein_coding,10,89414586,89421001
ENSG00000185885,IFITM1,interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412],protein_coding,11,313506,315272
ENSG00000244242,IFITM10,interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:HGNC:40022],protein_coding,11,1732410,1750591
ENSG00000185201,IFITM2,interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413],protein_coding,11,307631,315272
ENSG00000142089,IFITM3,interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414],protein_coding,11,319669,327537
ENSG00000206013,IFITM5,interferon induced transmembrane protein 5 [Source:HGNC Symbol;Acc:HGNC:16644],protein_coding,11,298200,299526
ENSG00000147873,IFNA5,"interferon, alpha 5 [Source:HGNC Symbol;Acc:HGNC:5426]",protein_coding,9,21304326,21305312
ENSG00000142166,IFNAR1,"interferon (alpha, beta and omega) receptor 1 [Source:HGNC Symbol;Acc:HGNC:5432]",protein_coding,21,33324477,33359862
ENSG00000159110,IFNAR2,"interferon (alpha, beta and omega) receptor 2 [Source:HGNC Symbol;Acc:HGNC:5433]",protein_coding,21,33229901,33265675
ENSG00000184995,IFNE,"interferon, epsilon [Source:HGNC Symbol;Acc:HGNC:18163]",protein_coding,9,21480839,21482313
ENSG00000027697,IFNGR1,interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439],protein_coding,6,137197484,137219449
ENSG00000159128,IFNGR2,interferon gamma receptor 2 (interferon gamma transducer 1) [Source:HGNC Symbol;Acc:HGNC:5440],protein_coding,21,33402896,33479348
ENSG00000147896,IFNK,"interferon, kappa [Source:HGNC Symbol;Acc:HGNC:21714]",protein_coding,9,27524314,27526498
ENSG00000183709,IFNL2,"interferon, lambda 2 [Source:HGNC Symbol;Acc:HGNC:18364]",protein_coding,19,39268514,39270092
ENSG00000185436,IFNLR1,"interferon, lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]",protein_coding,1,24154157,24187959
ENSG00000006652,IFRD1,interferon-related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],protein_coding,7,112422968,112481017
ENSG00000214706,IFRD2,interferon-related developmental regulator 2 [Source:HGNC Symbol;Acc:HGNC:5457],protein_coding,3,50287732,50292918
ENSG00000163913,IFT122,intraflagellar transport 122 [Source:HGNC Symbol;Acc:HGNC:13556],protein_coding,3,129440036,129520507
ENSG00000187535,IFT140,intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077],protein_coding,16,1510427,1612110
ENSG00000138002,IFT172,intraflagellar transport 172 [Source:HGNC Symbol;Acc:HGNC:30391],protein_coding,2,27444371,27489789
ENSG00000109083,IFT20,intraflagellar transport 20 [Source:HGNC Symbol;Acc:HGNC:30989],protein_coding,17,28328325,28335489
ENSG00000128581,IFT22,intraflagellar transport 22 [Source:HGNC Symbol;Acc:HGNC:21895],protein_coding,7,101313367,101321823
ENSG00000100360,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],protein_coding,22,36758202,36776256
ENSG00000119650,IFT43,intraflagellar transport 43 [Source:HGNC Symbol;Acc:HGNC:29669],protein_coding,14,75902136,76084585
ENSG00000118096,IFT46,intraflagellar transport 46 [Source:HGNC Symbol;Acc:HGNC:26146],protein_coding,11,118544528,118572970
ENSG00000101052,IFT52,intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901],protein_coding,20,43590931,43647296
ENSG00000114446,IFT57,intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367],protein_coding,3,108160812,108222570
ENSG00000096872,IFT74,intraflagellar transport 74 [Source:HGNC Symbol;Acc:HGNC:21424],protein_coding,9,26947039,27062930
ENSG00000068885,IFT80,intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262],protein_coding,3,160256986,160399880
ENSG00000122970,IFT81,intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313],protein_coding,12,110124335,110218797
ENSG00000032742,IFT88,intraflagellar transport 88 [Source:HGNC Symbol;Acc:HGNC:20606],protein_coding,13,20567069,20691437
ENSG00000089289,IGBP1,immunoglobulin (CD79A) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5461],protein_coding,X,70133449,70166324
ENSG00000174498,IGDCC3,"immunoglobulin superfamily, DCC subclass, member 3 [Source:HGNC Symbol;Acc:HGNC:9700]",protein_coding,15,65327127,65378040
ENSG00000103742,IGDCC4,"immunoglobulin superfamily, DCC subclass, member 4 [Source:HGNC Symbol;Acc:HGNC:13770]",protein_coding,15,65381464,65423072
ENSG00000017427,IGF1,insulin-like growth factor 1 (somatomedin C) [Source:HGNC Symbol;Acc:HGNC:5464],protein_coding,12,102395867,102480645
ENSG00000140443,IGF1R,insulin-like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465],protein_coding,15,98648971,98964530
ENSG00000167244,IGF2,insulin-like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466],protein_coding,11,2129112,2149603
ENSG00000159217,IGF2BP1,insulin-like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866],protein_coding,17,48997412,49055650
ENSG00000073792,IGF2BP2,insulin-like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867],protein_coding,3,185643739,185825056
ENSG00000136231,IGF2BP3,insulin-like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868],protein_coding,7,23310209,23470467
ENSG00000197081,IGF2R,insulin-like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467],protein_coding,6,159969099,160113507
ENSG00000099769,IGFALS,"insulin-like growth factor binding protein, acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468]",protein_coding,16,1790413,1794971
ENSG00000146678,IGFBP1,insulin-like growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5469],protein_coding,7,45888357,45893668
ENSG00000115457,IGFBP2,"insulin-like growth factor binding protein 2, 36kDa [Source:HGNC Symbol;Acc:HGNC:5471]",protein_coding,2,216632828,216664436
ENSG00000146674,IGFBP3,insulin-like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472],protein_coding,7,45912245,45921874
ENSG00000141753,IGFBP4,insulin-like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473],protein_coding,17,40443461,40457731
ENSG00000115461,IGFBP5,insulin-like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474],protein_coding,2,216672105,216695525
ENSG00000167779,IGFBP6,insulin-like growth factor binding protein 6 [Source:HGNC Symbol;Acc:HGNC:5475],protein_coding,12,53097436,53102345
ENSG00000163453,IGFBP7,insulin-like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476],protein_coding,4,57030773,57110385
